year,SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content,Approved Amount EIDL
2017,14893,14894,,NC-00079,ROANOKE RAPIDS,27870,HALIFAX,NC,"5,500.00",0.00,"5,500.00","17,100.00",0.00,"5,500.00","11,600.00"
2017,14893,14894,,NC-00079,WINDSOR,27983,BERTIE,NC,"461,872.00","416,192.00","45,680.00","316,100.00","268,800.00","45,700.00","1,600.00"
2017,14903,14904,,MS-00092,CLINTON,70722,EAST FELICIANA,LA,"22,225.00","22,225.00",0.00,"22,300.00","22,300.00",0.00,0.00
2017,14907,14908,,IA-00067,CLARKSVILLE,50619,BUTLER,IA,"209,903.00","209,903.00",0.00,"242,600.00","210,000.00",0.00,"32,600.00"
2017,14907,14908,,IA-00067,GREENE,50636,BUTLER,IA,"152,432.00","148,232.00","4,200.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,AHOSKIE,27910,HERTFORD,NC,"477,316.00","461,306.00","16,010.00","376,800.00","376,800.00",0.00,0.00
2017,14911,14912,4285,NC-00081,ATKINSON,28421,PENDER,NC,"16,732.00","4,068.00","12,664.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,AUTRYVILLE,28318,CUMBERLAND,NC,"17,012.00","15,037.00","1,975.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,AVON,27915,DARE,NC,"59,634.00","33,439.00","26,195.00","61,600.00","33,500.00","7,800.00","20,300.00"
2017,14911,14912,4285,NC-00081,AYDEN,28513,PITT,NC,"21,178.00","17,478.00","3,700.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,BARCO,27917,CURRITUCK,NC,"123,612.00","123,612.00",0.00,"123,700.00","123,700.00",0.00,0.00
2017,14911,14912,4285,NC-00081,BATTLEBORO,27809,EDGECOMBE,NC,"11,000.00",0.00,"11,000.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,BELHAVEN,27810,BEAUFORT,NC,"9,001.00",0.00,"9,001.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,BENSON,27504,JOHNSTON,NC,"390,016.00","230,062.00","159,954.00","131,600.00","55,700.00","45,900.00","30,000.00"
2017,14911,14912,4285,NC-00081,Benson,27504,JOHNSTON,NC,"113,688.00","113,688.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,BETHEL,27812,EDGECOMBE,NC,"39,045.00","32,320.00","6,725.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,BETHEL,27812,PITT,NC,"60,617.00","60,617.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,BEULAVILLE,28518,DUPLIN,NC,"14,499.00","14,499.00",0.00,"6,100.00","2,500.00",0.00,"3,600.00"
2017,14911,14912,4285,NC-00081,BLADENBORO,28320,BLADEN,NC,"1,074,339.00","478,619.00","595,720.00","624,100.00","45,900.00","578,200.00",0.00
2017,14911,14912,4285,NC-00081,BOLTON,28423,COLUMBUS,NC,"61,300.00","52,350.00","8,950.00","36,300.00","27,100.00","8,400.00",800.00
2017,14911,14912,4285,NC-00081,BURGAW,28425,PENDER,NC,"227,854.00","225,054.00","2,800.00","19,400.00",0.00,0.00,"19,400.00"
2017,14911,14912,4285,NC-00081,BUXTON,27920,DARE,NC,"182,479.00","121,886.00","60,593.00","290,600.00","105,000.00","60,600.00","125,000.00"
2017,14911,14912,4285,NC-00081,CAMDEN,27921,CAMDEN,NC,"29,340.00","29,340.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,CAMERON,28326,HARNETT,NC,"33,392.00","22,034.00","11,358.00","30,400.00","15,900.00","11,300.00","3,200.00"
2017,14911,14912,4285,NC-00081,CAMERON,28326,MOORE,NC,"10,984.00","10,984.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,CARTHAGE,28327,MOORE,NC,"18,671.00","18,671.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,CARY,27511,WAKE,NC,"26,000.00",0.00,"26,000.00","39,800.00",0.00,"21,000.00","18,800.00"
2017,14911,14912,4285,NC-00081,CARY,27513,WAKE,NC,"81,882.00","81,882.00",0.00,"64,100.00","60,900.00",0.00,"3,200.00"
2017,14911,14912,4285,NC-00081,CEDAR ISLAND,28520,CARTERET,NC,"40,000.00",0.00,"40,000.00","33,500.00",0.00,"25,000.00","8,500.00"
2017,14911,14912,4285,NC-00081,CHADBOURN,28431,COLUMBUS,NC,"1,343,573.00","693,919.00","649,654.00","923,900.00","287,700.00","628,700.00","7,500.00"
2017,14911,14912,4285,NC-00081,CLARENDON,28432,COLUMBUS,NC,"481,001.00","81,001.00","400,000.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,Clarendon,28432,COLUMBUS,NC,"567,007.00","567,007.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,CLARKTON,28433,BLADEN,NC,"1,029,917.00","435,322.00","594,595.00","617,300.00","40,200.00","577,100.00",0.00
2017,14911,14912,4285,NC-00081,CLARKTON,28433,BRUNSWICK,NC,"66,312.00","59,112.00","7,200.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,CLAYTON,27520,JOHNSTON,NC,"24,120.00","24,120.00",0.00,"35,000.00","24,200.00",0.00,"10,800.00"
2017,14911,14912,4285,NC-00081,CLINTON,28328,SAMPSON,NC,"1,005,948.00","827,515.00","178,433.00","288,500.00","257,400.00","28,000.00","3,100.00"
2017,14911,14912,4285,NC-00081,COLERAIN,27924,BERTIE,NC,"1,879.00","1,879.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,CONWAY,29527,HORRY,SC,0.00,0.00,0.00,"54,500.00",0.00,0.00,"54,500.00"
2017,14911,14912,4285,NC-00081,COROLLA,27927,CURRITUCK,NC,"442,151.00","418,751.00","23,400.00","369,200.00","321,200.00","23,000.00","25,000.00"
2017,14911,14912,4285,NC-00081,COUNCIL,28434,BLADEN,NC,"12,423.00","12,423.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,CURRIE,28435,PENDER,NC,"54,081.00","36,081.00","18,000.00","54,200.00","36,200.00","18,000.00",0.00
2017,14911,14912,4285,NC-00081,Currie,28435,PENDER,NC,"39,753.00","21,753.00","18,000.00","39,800.00","21,800.00","18,000.00",0.00
2017,14911,14912,4285,NC-00081,DUBLIN,28332,BLADEN,NC,"13,633.00","13,633.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,DUCK,27949,DARE,NC,"141,386.00","90,206.00","51,180.00","55,000.00","31,200.00","23,800.00",0.00
2017,14911,14912,4285,NC-00081,DUDLEY,28333,WAYNE,NC,"430,683.00","332,161.00","98,522.00","186,300.00","166,400.00","19,900.00",0.00
2017,14911,14912,4285,NC-00081,Dudley,28333,WAYNE,NC,"58,543.00","38,733.00","19,810.00","49,900.00","30,000.00","19,900.00",0.00
2017,14911,14912,4285,NC-00081,DUNN,28334,HARNETT,NC,"59,452.00","56,662.00","2,790.00","32,400.00","32,400.00",0.00,0.00
2017,14911,14912,4285,NC-00081,E FAYETTEVILLE,28301,CUMBERLAND,NC,"143,159.00","115,321.00","27,838.00","130,800.00","115,500.00","15,300.00",0.00
2017,14911,14912,4285,NC-00081,E Fayetteville,28301,CUMBERLAND,NC,"6,275.00",0.00,"6,275.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,EASTOVER,28312,CUMBERLAND,NC,"150,508.00","104,474.00","46,034.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,EDENTON,27932,CHOWAN,NC,"26,575.00","24,525.00","2,050.00","23,300.00","21,900.00",0.00,"1,400.00"
2017,14911,14912,4285,NC-00081,ELIZABETH CITY,27906,PASQUOTANK,NC,"44,700.00","42,900.00","1,800.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,ELIZABETH CITY,27909,PASQUOTANK,NC,"311,808.00","236,308.00","75,500.00","131,000.00","57,800.00","67,400.00","5,800.00"
2017,14911,14912,4285,NC-00081,Elizabeth City,27909,PASQUOTANK,NC,"69,402.00","69,402.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,ELIZABETHTOWN,28337,BLADEN,NC,"1,741,023.00","1,142,393.00","598,630.00","1,225,500.00","621,400.00","579,100.00","25,000.00"
2017,14911,14912,4285,NC-00081,ERWIN,28339,HARNETT,NC,"42,977.00","42,977.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,EVERGREEN,28438,COLUMBUS,NC,"1,207,266.00","1,144,104.00","63,162.00","1,012,000.00","992,200.00","19,800.00",0.00
2017,14911,14912,4285,NC-00081,FAIR BLUFF,28439,COLUMBUS,NC,"597,400.00","518,641.00","78,759.00","267,100.00","260,500.00","6,600.00",0.00
2017,14911,14912,4285,NC-00081,FAIRMONT,28340,ROBESON,NC,"1,431,933.00","761,103.00","670,830.00","1,003,200.00","363,500.00","627,300.00","12,400.00"
2017,14911,14912,4285,NC-00081,FARMVILLE,27828,PITT,NC,"169,583.00","148,166.00","21,417.00","108,600.00","102,400.00","6,200.00",0.00
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28301,COLUMBUS,NC,"20,663.00","14,993.00","5,670.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28301,CUMBERLAND,NC,"4,801,878.00","3,497,890.00","1,303,988.00","4,344,400.00","2,946,400.00","993,400.00","404,600.00"
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28302,CUMBERLAND,NC,"41,378.00","41,378.00",0.00,"41,400.00","41,400.00",0.00,0.00
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28303,CUMBERLAND,NC,"1,402,321.00","1,340,641.00","61,680.00","614,100.00","553,600.00","12,400.00","48,100.00"
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28304,CUMBERLAND,NC,"6,012,619.00","5,610,222.00","402,397.00","1,985,000.00","1,910,600.00","35,700.00","38,700.00"
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28305,CUMBERLAND,NC,"596,649.00","589,569.00","7,080.00","112,500.00","110,300.00","2,200.00",0.00
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28306,CUMBERLAND,NC,"1,819,556.00","1,314,494.00","505,062.00","639,400.00","494,700.00","17,400.00","85,400.00"
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28311,CUMBERLAND,NC,"1,243,142.00","1,207,644.00","35,498.00","426,300.00","398,100.00",0.00,"28,200.00"
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28312,CUMBERLAND,NC,"518,374.00","463,293.00","55,081.00","279,600.00","258,000.00","16,100.00","5,500.00"
2017,14911,14912,4285,NC-00081,FAYETTEVILLE,28314,CUMBERLAND,NC,"1,257,344.00","1,101,645.00","155,699.00","1,169,400.00","623,700.00","91,900.00","453,800.00"
2017,14911,14912,4285,NC-00081,Fayetteville,28301,CUMBERLAND,NC,"570,530.00","469,750.00","100,780.00","579,900.00","469,900.00","49,200.00","60,800.00"
2017,14911,14912,4285,NC-00081,Fayetteville,28303,CUMBERLAND,NC,"304,207.00","290,657.00","13,550.00","278,000.00","260,700.00","13,700.00","3,600.00"
2017,14911,14912,4285,NC-00081,Fayetteville,28304,CUMBERLAND,NC,"663,528.00","648,538.00","14,990.00","401,400.00","378,300.00","9,900.00","13,200.00"
2017,14911,14912,4285,NC-00081,Fayetteville,28306,CUMBERLAND,NC,"1,264,403.00","911,340.00","353,063.00","807,200.00","807,200.00",0.00,0.00
2017,14911,14912,4285,NC-00081,Fayetteville,28311,CUMBERLAND,NC,"4,845,568.00","4,845,568.00",0.00,"30,700.00","30,700.00",0.00,0.00
2017,14911,14912,4285,NC-00081,Fayetteville,28312,CUMBERLAND,NC,"215,315.00","164,940.00","50,375.00","152,800.00","140,200.00","12,600.00",0.00
2017,14911,14912,4285,NC-00081,Fayetteville,28314,CUMBERLAND,NC,"83,235.00","83,235.00",0.00,"78,400.00","78,400.00",0.00,0.00
2017,14911,14912,4285,NC-00081,FOUR OAKS,27524,JOHNSTON,NC,"47,307.00","40,326.00","6,981.00","39,800.00","39,800.00",0.00,0.00
2017,14911,14912,4285,NC-00081,FREMONT,27830,WAYNE,NC,"31,590.00","31,590.00",0.00,"31,600.00","31,600.00",0.00,0.00
2017,14911,14912,4285,NC-00081,FRISCO,27936,DARE,NC,"921,271.00","567,393.00","353,878.00","312,600.00","183,000.00","89,600.00","40,000.00"
2017,14911,14912,4285,NC-00081,GARLAND,28441,BLADEN,NC,0.00,0.00,0.00,"50,000.00",0.00,0.00,"50,000.00"
2017,14911,14912,4285,NC-00081,GARYSBURG,27831,NORTHAMPTON,NC,"120,264.00","120,264.00",0.00,"120,400.00","120,400.00",0.00,0.00
2017,14911,14912,4285,NC-00081,GOLDSBORO,27530,WAYNE,NC,"18,687,845.00","17,134,177.00","1,553,668.00","2,302,400.00","1,360,100.00","886,300.00","56,000.00"
2017,14911,14912,4285,NC-00081,GOLDSBORO,27534,WAYNE,NC,"286,295.00","247,555.00","38,740.00","327,200.00","223,700.00","33,700.00","69,800.00"
2017,14911,14912,4285,NC-00081,Goldsboro,27530,WAYNE,NC,"244,246.00","162,661.00","81,585.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,Goldsboro,27534,WAYNE,NC,"719,164.00","719,164.00",0.00,"738,400.00","719,200.00",0.00,"19,200.00"
2017,14911,14912,4285,NC-00081,GREENVILLE,27834,PITT,NC,"637,255.00","454,571.00","182,684.00","465,100.00","317,200.00","101,600.00","46,300.00"
2017,14911,14912,4285,NC-00081,GREENVILLE,27858,PITT,NC,"35,993.00","35,993.00",0.00,"135,100.00",0.00,0.00,"135,100.00"
2017,14911,14912,4285,NC-00081,GRIFTON,28530,LENOIR,NC,"86,848.00","79,848.00","7,000.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,GRIFTON,28530,PITT,NC,"153,298.00","132,230.00","21,068.00","25,000.00","25,000.00",0.00,0.00
2017,14911,14912,4285,NC-00081,GRIMESLAND,27837,PITT,NC,0.00,0.00,0.00,"52,700.00",0.00,0.00,"52,700.00"
2017,14911,14912,4285,NC-00081,HARRELLS,28444,SAMPSON,NC,"293,370.00","246,990.00","46,380.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,HATTERAS,27943,DARE,NC,"1,691,438.00","1,439,003.00","252,435.00","1,227,800.00","951,600.00","181,300.00","94,900.00"
2017,14911,14912,4285,NC-00081,Hatteras,27943,DARE,NC,"8,323,810.00","7,884,310.00","439,500.00","7,860,000.00","7,090,000.00","440,000.00","330,000.00"
2017,14911,14912,4285,NC-00081,HERTFORD,27944,PERQUIMANS,NC,"33,046.00","12,046.00","21,000.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,HOOKERTON,28538,GREENE,NC,"2,570.00",0.00,"2,570.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,HOPE MILLS,28348,CUMBERLAND,NC,"1,897,773.00","1,140,173.00","757,600.00","1,839,500.00","1,083,600.00","501,700.00","254,200.00"
2017,14911,14912,4285,NC-00081,HUBERT,28539,ONSLOW,NC,"5,145.00","5,145.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,IVANHOE,28447,BLADEN,NC,"13,769.00",0.00,"13,769.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,JACKSONVILLE,28540,ONSLOW,NC,"22,565.00","22,565.00",0.00,"21,600.00","17,900.00",0.00,"3,700.00"
2017,14911,14912,4285,NC-00081,KELLY,28448,BLADEN,NC,"233,081.00","176,224.00","56,857.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,Kelly,28448,BLADEN,NC,"466,162.00","352,448.00","113,714.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,KENLY,27542,JOHNSTON,NC,"563,461.00","503,311.00","60,150.00","23,900.00","23,900.00",0.00,0.00
2017,14911,14912,4285,NC-00081,Kenly,27542,JOHNSTON,NC,"359,712.00","319,612.00","40,100.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,KILL DEVIL HILLS,27948,DARE,NC,"95,884.00","59,954.00","35,930.00","69,300.00","50,800.00","7,800.00","10,700.00"
2017,14911,14912,4285,NC-00081,KINSTON,28501,JONES,NC,"32,737.00","32,737.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,KINSTON,28501,LENOIR,NC,"1,491,294.00","1,201,278.00","290,016.00","342,000.00","242,000.00","79,500.00","20,500.00"
2017,14911,14912,4285,NC-00081,KINSTON,28504,LENOIR,NC,"2,164,494.00","1,611,577.00","552,917.00","1,760,000.00","1,074,300.00","434,800.00","250,900.00"
2017,14911,14912,4285,NC-00081,Kinston,28501,LENOIR,NC,"299,222.00","235,302.00","63,920.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,Kinston,28504,LENOIR,NC,"3,306,768.00","2,703,548.00","603,220.00","2,887,200.00","2,312,600.00","574,600.00",0.00
2017,14911,14912,4285,NC-00081,KITTY HAWK,27949,DARE,NC,"376,299.00","365,199.00","11,100.00","48,900.00","17,700.00",0.00,"31,200.00"
2017,14911,14912,4285,NC-00081,LA GRANGE,28551,LENOIR,NC,"289,750.00","234,860.00","54,890.00","249,200.00","43,300.00","5,900.00","200,000.00"
2017,14911,14912,4285,NC-00081,LA GRANGE,28551,WAYNE,NC,"47,163.00","47,163.00",0.00,"64,600.00","47,200.00",0.00,"17,400.00"
2017,14911,14912,4285,NC-00081,LAUREL HILL,28351,ROBESON,NC,"24,404.00","24,404.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,LAUREL HILL,28351,SCOTLAND,NC,"22,573.00","22,573.00",0.00,"22,600.00","22,600.00",0.00,0.00
2017,14911,14912,4285,NC-00081,LAURINBURG,28352,SCOTLAND,NC,"234,781.00","225,976.00","8,805.00","217,800.00","206,200.00","8,800.00","2,800.00"
2017,14911,14912,4285,NC-00081,LILESVILLE,28091,ANSON,NC,"7,864.00","4,264.00","3,600.00","5,900.00",0.00,"3,600.00","2,300.00"
2017,14911,14912,4285,NC-00081,LILLINGTON,27546,HARNETT,NC,"132,547.00","88,646.00","43,901.00","92,800.00","27,900.00","43,900.00","21,000.00"
2017,14911,14912,4285,NC-00081,Lillington,27546,HARNETT,NC,"207,300.00","95,391.00","111,909.00","251,400.00","76,500.00","111,900.00","63,000.00"
2017,14911,14912,4285,NC-00081,LUMBER BRIDGE,28357,ROBESON,NC,"54,626.00","54,626.00",0.00,"30,300.00","25,000.00",0.00,"5,300.00"
2017,14911,14912,4285,NC-00081,LUMBERTON,28358,ROBESON,NC,"23,024,695.00","17,664,060.00","5,360,635.00","10,760,600.00","6,885,100.00","3,579,100.00","296,400.00"
2017,14911,14912,4285,NC-00081,LUMBERTON,28359,ROBESON,NC,"171,429.00","140,951.00","30,478.00",0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,LUMBERTON,28360,ROBESON,NC,"5,423,438.00","3,747,532.00","1,675,906.00","930,600.00","792,100.00","110,000.00","28,500.00"
2017,14911,14912,4285,NC-00081,LUMBERTON,28538,ROBESON,NC,"297,736.00","288,507.00","9,229.00","267,100.00","260,500.00","6,600.00",0.00
2017,14911,14912,4285,NC-00081,Lumberton,28358,ROBESON,NC,"62,703,745.00","59,435,937.00","3,267,808.00","4,086,900.00","3,741,500.00","311,200.00","34,200.00"
2017,14911,14912,4285,NC-00081,Lumberton,28360,ROBESON,NC,"71,865.00","71,865.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,MAGNOLIA,28453,DUPLIN,NC,0.00,0.00,0.00,"200,000.00",0.00,0.00,"200,000.00"
2017,14911,14912,4285,NC-00081,MANNS HARBOR,27953,DARE,NC,"73,200.00",0.00,"73,200.00","50,000.00",0.00,"25,000.00","25,000.00"
2017,14911,14912,4285,NC-00081,MANTEO,27954,DARE,NC,"71,389.00",270.00,"71,119.00","48,000.00",0.00,"25,000.00","23,000.00"
2017,14911,14912,4285,NC-00081,MAXTON,28364,ROBESON,NC,"237,970.00","231,766.00","6,204.00","84,600.00","58,400.00","6,200.00","20,000.00"
2017,14911,14912,4285,NC-00081,MOUNT OLIVE,28365,WAYNE,NC,"110,097.00","106,107.00","3,990.00","107,000.00","84,700.00",0.00,"22,300.00"
2017,14911,14912,4285,NC-00081,MOYOCK,27958,CURRITUCK,NC,"46,928.00","12,980.00","33,948.00","50,000.00","12,500.00","12,500.00","25,000.00"
2017,14911,14912,4285,NC-00081,MYRTLE BEACH,29577,HORRY,SC,0.00,0.00,0.00,"23,000.00",0.00,0.00,"23,000.00"
2017,14911,14912,4285,NC-00081,MYRTLE BEACH,29579,HORRY,SC,0.00,0.00,0.00,"25,000.00",0.00,0.00,"25,000.00"
2017,14911,14912,4285,NC-00081,N TOPSAIL BEACH,28460,ONSLOW,NC,"30,410.00","30,410.00",0.00,0.00,0.00,0.00,0.00
2017,14911,14912,4285,NC-00081,NAGS HEAD,27959,DARE,NC,"489,812.00","331,569.00","158,243.00","300,800.00","185,100.00","95,400.00","20,300.00"
