year,SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
2018,15696,15697,4393.0,NC-00099,GREENSBORO,27408,GUILFORD,NC,13812,13812,0,11000,11000.0,0.0
2018,15696,15697,4393.0,NC-00099,GREENSBORO,27410,GUILFORD,NC,55689,37209,18480,54300,35800.0,18500.0
2018,15696,15697,4393.0,NC-00099,GREENVILLE,27834,PITT,NC,213118,162583,50535,96400,81300.0,15100.0
2018,15696,15697,4393.0,NC-00099,GREENVILLE,27858,PITT,NC,320023,246348,73675,185900,137600.0,48300.0
2018,15696,15697,4393.0,NC-00099,GRIFTON,28530,CRAVEN,NC,78589,70769,7820,67100,60400.0,6700.0
2018,15696,15697,4393.0,NC-00099,GRIFTON,28530,LENOIR,NC,138332,99680,38652,109900,88400.0,21500.0
2018,15696,15697,4393.0,NC-00099,GRIFTON,28530,PITT,NC,195394,176274,19120,121400,105600.0,15800.0
2018,15696,15697,4393.0,NC-00099,GRIMESLAND,27837,PITT,NC,45279,37189,8090,38600,37200.0,1400.0
2018,15696,15697,4393.0,NC-00099,GULF,27256,CHATHAM,NC,24050,0,24050,24100,0.0,24100.0
2018,15696,15697,4393.0,NC-00099,HALLSBORO,28442,COLUMBUS,NC,577901,449306,128595,292600,212200.0,80400.0
2018,15696,15697,4393.0,NC-00099,HAMLET,28345,RICHMOND,NC,461819,437654,24165,283200,263200.0,20000.0
2018,15696,15697,4393.0,NC-00099,HAMLET,28345,SCOTLAND,NC,57238,51338,5900,57300,51400.0,5900.0
2018,15696,15697,4393.0,NC-00099,HAMPSTEAD,28443,PENDER,NC,14225400,11109993,3115407,8080400,6238500.0,1841900.0
2018,15696,15697,4393.0,NC-00099,HARKERS ISLAND,28531,CARTERET,NC,1502357,1227032,275325,857100,689300.0,167800.0
2018,15696,15697,4393.0,NC-00099,HARRELLS,28444,BLADEN,NC,126519,102989,23530,88300,80500.0,7800.0
2018,15696,15697,4393.0,NC-00099,HARRELLS,28444,SAMPSON,NC,1115361,791046,324315,469900,351400.0,118500.0
2018,15696,15697,4393.0,NC-00099,HAVELOCK,28532,CRAVEN,NC,14639454,10857086,3782368,8630500,6357800.0,2272700.0
2018,15696,15697,4393.0,NC-00099,HAVELOCK,28533,CRAVEN,NC,8340,0,8340,8400,0.0,8400.0
2018,15696,15697,4393.0,NC-00099,HIGH POINT,27260,GUILFORD,NC,63058,43058,20000,62200,42200.0,20000.0
2018,15696,15697,4393.0,NC-00099,HIGH POINT,27262,GUILFORD,NC,16022,14822,1200,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,HIGH POINT,27265,GUILFORD,NC,16081,15431,650,16100,15500.0,600.0
2018,15696,15697,4393.0,NC-00099,HILLSBOROUGH,27278,ORANGE,NC,123720,95170,28550,25000,24600.0,400.0
2018,15696,15697,4393.0,NC-00099,HOBUCKEN,28537,PAMLICO,NC,167665,108965,58700,47800,45500.0,2300.0
2018,15696,15697,4393.0,NC-00099,HOFFMAN,28347,RICHMOND,NC,307384,232924,74460,185000,129100.0,55900.0
2018,15696,15697,4393.0,NC-00099,HOLDEN BEACH,28462,BRUNSWICK,NC,43584,36784,6800,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,HOLLY RIDGE,28445,ONSLOW,NC,1835430,1464685,370745,1224400,966500.0,257900.0
2018,15696,15697,4393.0,NC-00099,HOLLY RIDGE,28445,PENDER,NC,149466,118856,30610,92000,73400.0,18600.0
2018,15696,15697,4393.0,NC-00099,HOOKERTON,28538,GREENE,NC,63290,55190,8100,59800,52800.0,7000.0
2018,15696,15697,4393.0,NC-00099,HOOKERTON,28538,LENOIR,NC,70783,70283,500,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,HOPE MILLS,28348,CUMBERLAND,NC,1653283,1408380,244903,862900,782500.0,80400.0
2018,15696,15697,4393.0,NC-00099,HORSE SHOE,28742,COLUMBUS,NC,95905,75205,20700,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,HUBERT,28539,CRAVEN,NC,14703,14703,0,11000,11000.0,0.0
2018,15696,15697,4393.0,NC-00099,HUBERT,28539,ONSLOW,NC,8327148,6849011,1478137,5559600,4614100.0,945500.0
2018,15696,15697,4393.0,NC-00099,HUBERT,28539,ORANGE,NC,28781,21281,7500,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,INDIAN BEACH,28512,CARTERET,NC,118884,108884,10000,35400,35400.0,0.0
2018,15696,15697,4393.0,NC-00099,IVANHOE,28447,BLADEN,NC,843561,668468,175093,380800,302300.0,78500.0
2018,15696,15697,4393.0,NC-00099,IVANHOE,28447,PENDER,NC,24407,18207,6200,16600,10400.0,6200.0
2018,15696,15697,4393.0,NC-00099,IVANHOE,28447,SAMPSON,NC,1531251,1116171,415080,1005500,697600.0,267700.0
2018,15696,15697,4393.0,NC-00099,JACKSONVILLE,28540,JONES,NC,5000,0,5000,3200,0.0,3200.0
2018,15696,15697,4393.0,NC-00099,JACKSONVILLE,28540,ONSLOW,NC,17582998,13128409,4454589,10367000,7809400.0,2557600.0
2018,15696,15697,4393.0,NC-00099,JACKSONVILLE,28544,ONSLOW,NC,1,1,0,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,JACKSONVILLE,28545,ONSLOW,NC,135078,61078,74000,73800,36600.0,37200.0
2018,15696,15697,4393.0,NC-00099,JACKSONVILLE,28546,ONSLOW,NC,13388473,9940622,3447851,7918500,6091900.0,1826600.0
2018,15696,15697,4393.0,NC-00099,KELLY,28448,BLADEN,NC,2786595,2085915,700680,1049700,739300.0,310400.0
2018,15696,15697,4393.0,NC-00099,KENANSVILLE,28349,DUPLIN,NC,2147775,1618269,529506,1197100,832100.0,315300.0
2018,15696,15697,4393.0,NC-00099,KENLY,27542,JOHNSTON,NC,110067,105417,4650,93300,90500.0,2800.0
2018,15696,15697,4393.0,NC-00099,KINSTON,28501,JONES,NC,576531,518916,57615,218300,213700.0,4600.0
2018,15696,15697,4393.0,NC-00099,KINSTON,28501,LENOIR,NC,673473,569658,103815,288400,253100.0,35300.0
2018,15696,15697,4393.0,NC-00099,KINSTON,28504,JONES,NC,46763,30938,15825,32700,28800.0,3900.0
2018,15696,15697,4393.0,NC-00099,KINSTON,28504,LENOIR,NC,1468326,1168405,299921,860100,671100.0,189000.0
2018,15696,15697,4393.0,NC-00099,KURE BEACH,28449,NEW HANOVER,NC,356537,259787,96750,194200,128600.0,65600.0
2018,15696,15697,4393.0,NC-00099,LA GRANGE,28551,GREENE,NC,101559,49709,51850,99600,47900.0,51700.0
2018,15696,15697,4393.0,NC-00099,LA GRANGE,28551,JONES,NC,12000,0,12000,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,LA GRANGE,28551,LENOIR,NC,390886,363061,27825,162000,145900.0,16100.0
2018,15696,15697,4393.0,NC-00099,LA GRANGE,28551,WAYNE,NC,171006,149241,21765,68500,50900.0,17600.0
2018,15696,15697,4393.0,NC-00099,LAKE WACCAMAW,28450,BLADEN,NC,149335,149335,0,147800,147800.0,0.0
2018,15696,15697,4393.0,NC-00099,LAKE WACCAMAW,28450,BRUNSWICK,NC,113396,70221,43175,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,LAKE WACCAMAW,28450,COLUMBUS,NC,1651200,1165380,485820,847200,560100.0,287100.0
2018,15696,15697,4393.0,NC-00099,LAUREL HILL,28351,SCOTLAND,NC,599178,533773,65405,342400,311400.0,31000.0
2018,15696,15697,4393.0,NC-00099,LAURINBURG,28352,SCOTLAND,NC,4740878,3567179,1173699,2489700,1894100.0,595600.0
2018,15696,15697,4393.0,NC-00099,LAURINBURG,28353,SCOTLAND,NC,22493,18863,3630,22500,18800.0,3700.0
2018,15696,15697,4393.0,NC-00099,LELAND,28451,BRUNSWICK,NC,13971364,10668004,3303360,7677000,5736400.0,1940600.0
2018,15696,15697,4393.0,NC-00099,LELAND,28451,NEW HANOVER,NC,132614,101464,31150,59500,29400.0,30100.0
2018,15696,15697,4393.0,NC-00099,LILESVILLE,28091,ANSON,NC,42126,27976,14150,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,LILLINGTON,27546,HARNETT,NC,476928,412694,64234,212300,184300.0,28000.0
2018,15696,15697,4393.0,NC-00099,LINDEN,28356,CUMBERLAND,NC,853424,724894,128530,638500,530400.0,108100.0
2018,15696,15697,4393.0,NC-00099,LINDEN,28356,HARNETT,NC,446843,349843,97000,360300,272300.0,88000.0
2018,15696,15697,4393.0,NC-00099,LINVILLE,28646,ONSLOW,NC,24676,24676,0,21300,21300.0,0.0
2018,15696,15697,4393.0,NC-00099,LONGWOOD,28452,BRUNSWICK,NC,59593,48283,11310,17000,16100.0,900.0
2018,15696,15697,4393.0,NC-00099,LOWLAND,28552,PAMLICO,NC,262822,210612,52210,73700,67100.0,6600.0
2018,15696,15697,4393.0,NC-00099,LUMBER BRIDGE,28357,HOKE,NC,28419,28419,0,25000,25000.0,0.0
2018,15696,15697,4393.0,NC-00099,LUMBER BRIDGE,28357,ROBESON,NC,90877,76757,14120,3100,3100.0,0.0
2018,15696,15697,4393.0,NC-00099,LUMBERTON,28358,ROBESON,NC,7965467,6192536,1772931,4152200,3159600.0,992600.0
2018,15696,15697,4393.0,NC-00099,LUMBERTON,28359,ROBESON,NC,262908,168058,94850,127000,76000.0,51000.0
2018,15696,15697,4393.0,NC-00099,LUMBERTON,28360,ROBESON,NC,3342869,2621140,721729,1483600,1062100.0,421500.0
2018,15696,15697,4393.0,NC-00099,MAGNOLIA,28453,DUPLIN,NC,261920,191640,70280,123500,94500.0,29000.0
2018,15696,15697,4393.0,NC-00099,MAGNOLIA,28453,SAMPSON,NC,8292,8292,0,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,MAIDEN,28650,CRAVEN,NC,13475,0,13475,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,MAPLE HILL,28454,ONSLOW,NC,540309,435374,104935,246700,207000.0,39700.0
2018,15696,15697,4393.0,NC-00099,MAPLE HILL,28454,PAMLICO,NC,161418,156118,5300,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,MAPLE HILL,28454,PENDER,NC,1986200,1497415,488785,1035200,772100.0,263100.0
2018,15696,15697,4393.0,NC-00099,MARIETTA,28362,ROBESON,NC,6442,5267,1175,6500,5300.0,1200.0
2018,15696,15697,4393.0,NC-00099,MARSHALLBERG,28553,CARTERET,NC,1082548,829956,252592,632900,444100.0,188800.0
2018,15696,15697,4393.0,NC-00099,MARSHVILLE,28103,UNION,NC,12277,12277,0,12300,12300.0,0.0
2018,15696,15697,4393.0,NC-00099,MARSTON,28363,SCOTLAND,NC,6690,5390,1300,6100,4800.0,1300.0
2018,15696,15697,4393.0,NC-00099,MAXTON,28364,ROBESON,NC,2552272,2116138,436134,979600,854900.0,124700.0
2018,15696,15697,4393.0,NC-00099,MAXTON,28364,SCOTLAND,NC,75919,41369,34550,44700,19100.0,25600.0
2018,15696,15697,4393.0,NC-00099,MAYSVILLE,28555,CARTERET,NC,6800,0,6800,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,MAYSVILLE,28555,JONES,NC,1174747,928482,246265,662300,535100.0,127200.0
2018,15696,15697,4393.0,NC-00099,MAYSVILLE,28555,ONSLOW,NC,1952597,1596280,356317,917500,728400.0,189100.0
2018,15696,15697,4393.0,NC-00099,MERRITT,28556,PAMLICO,NC,1991454,1548029,443425,907000,723500.0,183500.0
2018,15696,15697,4393.0,NC-00099,MESIC,28515,PAMLICO,NC,166456,113756,52700,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,MIDWAY PARK,28544,ONSLOW,NC,1293944,953924,340020,426300,341300.0,85000.0
2018,15696,15697,4393.0,NC-00099,MINNESOTT BEACH,28510,PAMLICO,NC,6012,6012,0,6100,6100.0,0.0
2018,15696,15697,4393.0,NC-00099,MONROE,28110,UNION,NC,77506,58631,18875,60100,57900.0,2200.0
2018,15696,15697,4393.0,NC-00099,MONROE,28112,UNION,NC,65257,46982,18275,56500,38200.0,18300.0
2018,15696,15697,4393.0,NC-00099,MOREHEAD CITY,28557,CARTERET,NC,9490279,7910306,1579973,5858600,4724200.0,1124900.0
2018,15696,15697,4393.0,NC-00099,MORVEN,28119,ANSON,NC,79240,78097,1143,76800,75500.0,1300.0
2018,15696,15697,4393.0,NC-00099,MOUNT OLIVE,28365,DUPLIN,NC,272257,209912,62345,187900,138400.0,49500.0
2018,15696,15697,4393.0,NC-00099,MOUNT OLIVE,28365,WAYNE,NC,845513,762113,83400,581500,526900.0,54600.0
2018,15696,15697,4393.0,NC-00099,N TOPSAIL BCH,28460,ONSLOW,NC,269011,202112,66899,143200,87700.0,55500.0
2018,15696,15697,4393.0,NC-00099,N TOPSAIL BEACH,28460,ONSLOW,NC,1443100,1062321,380779,573400,443700.0,129700.0
2018,15696,15697,4393.0,NC-00099,NAKINA,28455,COLUMBUS,NC,72423,58588,13835,9600,1200.0,8400.0
2018,15696,15697,4393.0,NC-00099,NAVASSA,28451,BRUNSWICK,NC,390078,294708,95370,158200,125000.0,33200.0
2018,15696,15697,4393.0,NC-00099,NAVASSA,28541,BRUNSWICK,NC,20393,19893,500,20400,19900.0,500.0
2018,15696,15697,4393.0,NC-00099,NEW BERN,28560,CARTERET,NC,10110,0,10110,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,NEW BERN,28560,COLUMBUS,NC,410,410,0,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,NEW BERN,28560,CRAVEN,NC,49235855,35608043,13627812,26182400,18473800.0,7708600.0
2018,15696,15697,4393.0,NC-00099,NEW BERN,28560,PAMLICO,NC,957909,762984,194925,413800,317700.0,96100.0
2018,15696,15697,4393.0,NC-00099,NEW BERN,28562,CRAVEN,NC,31204037,22001702,9202335,15655400,10632300.0,5023100.0
2018,15696,15697,4393.0,NC-00099,NEW BERN,28562,CUMBERLAND,NC,25806,16806,9000,9000,0.0,9000.0
2018,15696,15697,4393.0,NC-00099,NEW BERN,28562,JONES,NC,446909,443259,3650,351300,349300.0,2000.0
2018,15696,15697,4393.0,NC-00099,NEWPORT,28570,CARTERET,NC,25052486,19319217,5733269,14215500,11029300.0,3186200.0
2018,15696,15697,4393.0,NC-00099,NEWTON GROVE,28366,JOHNSTON,NC,22329,22329,0,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,NEWTON GROVE,28366,SAMPSON,NC,150942,112982,37960,75500,61900.0,13600.0
2018,15696,15697,4393.0,NC-00099,NORTHWEST,28451,BRUNSWICK,NC,44676,31441,13235,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,OAK ISLAND,28465,BRUNSWICK,NC,1891169,1429649,461520,1121000,809100.0,311900.0
2018,15696,15697,4393.0,NC-00099,OAK RIDGE,27310,GUILFORD,NC,20270,20270,0,20300,20300.0,0.0
2018,15696,15697,4393.0,NC-00099,OCEAN ISLE BEACH,28469,BRUNSWICK,NC,602980,523260,79720,332600,260900.0,71700.0
2018,15696,15697,4393.0,NC-00099,OCRACOKE,27960,HYDE,NC,24932,24932,0,25000,25000.0,0.0
2018,15696,15697,4393.0,NC-00099,ORIENTAL,28510,PAMLICO,NC,64113,46183,17930,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,ORIENTAL,28571,PAMLICO,NC,4349143,3427196,921947,2375100,1850700.0,524400.0
2018,15696,15697,4393.0,NC-00099,ORRUM,28369,ROBESON,NC,218787,170400,48387,117300,88500.0,28800.0
2018,15696,15697,4393.0,NC-00099,PANTEGO,27860,BEAUFORT,NC,60934,57434,3500,56400,52900.0,3500.0
2018,15696,15697,4393.0,NC-00099,PARKTON,28371,CUMBERLAND,NC,221177,192007,29170,156200,128600.0,27600.0
2018,15696,15697,4393.0,NC-00099,PARKTON,28371,ROBESON,NC,241430,208642,32788,100200,83600.0,16600.0
2018,15696,15697,4393.0,NC-00099,PEACHLAND,28133,ANSON,NC,16704,16704,0,15000,15000.0,0.0
2018,15696,15697,4393.0,NC-00099,PELETIER,28584,CARTERET,NC,420047,320322,99725,185000,110200.0,74800.0
2018,15696,15697,4393.0,NC-00099,PEMBROKE,28372,ROBESON,NC,1416183,1151128,265055,791200,684500.0,106700.0
2018,15696,15697,4393.0,NC-00099,PIKEVILLE,27863,WAYNE,NC,129241,111441,17800,104700,88500.0,16200.0
2018,15696,15697,4393.0,NC-00099,PINE KNOLL SHORES,28512,CARTERET,NC,782664,632579,150085,672600,542500.0,130100.0
2018,15696,15697,4393.0,NC-00099,PINEBLUFF,28373,MOORE,NC,226883,207083,19800,213600,193800.0,19800.0
2018,15696,15697,4393.0,NC-00099,PINEHURST,28374,MOORE,NC,151011,138811,12200,60400,48600.0,11800.0
2018,15696,15697,4393.0,NC-00099,PINETOWN,27865,BEAUFORT,NC,34355,34355,0,34500,34500.0,0.0
2018,15696,15697,4393.0,NC-00099,PINK HILL,28572,DUPLIN,NC,612225,547235,64990,307700,286700.0,21000.0
2018,15696,15697,4393.0,NC-00099,PINK HILL,28572,JONES,NC,45828,45328,500,8200,8200.0,0.0
2018,15696,15697,4393.0,NC-00099,PINK HILL,28572,LENOIR,NC,290188,253313,36875,117500,91200.0,26300.0
2018,15696,15697,4393.0,NC-00099,PKS,28512,CARTERET,NC,20619,11239,9380,19700,10300.0,9400.0
2018,15696,15697,4393.0,NC-00099,POLLOCKSVILLE,28573,CRAVEN,NC,76365,55515,20850,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,POLLOCKSVILLE,28573,JONES,NC,8005844,5802674,2203170,4501400,3265600.0,1165000.0
2018,15696,15697,4393.0,NC-00099,POLLOCKSVILLE,28573,LENOIR,NC,261338,169538,91800,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,PRINCETON,27569,WAYNE,NC,64381,60081,4300,32000,32000.0,0.0
2018,15696,15697,4393.0,NC-00099,RAEFORD,28376,HOKE,NC,2230219,1930329,299890,1132000,946500.0,185500.0
2018,15696,15697,4393.0,NC-00099,RED SPRINGS,28377,HOKE,NC,54545,43995,10550,22500,19500.0,3000.0
2018,15696,15697,4393.0,NC-00099,RED SPRINGS,28377,ROBESON,NC,534272,443382,90890,275100,204000.0,71100.0
2018,15696,15697,4393.0,NC-00099,REVA,22735,MADISON,VA,90062,66812,23250,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,RICHLANDS,28574,JONES,NC,38102,37602,500,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,RICHLANDS,28574,ONSLOW,NC,6012076,4524697,1487379,3942100,2974700.0,967400.0
2018,15696,15697,4393.0,NC-00099,RIEGELWOOD,28456,BLADEN,NC,338027,284704,53323,170200,145300.0,24900.0
2018,15696,15697,4393.0,NC-00099,RIEGELWOOD,28456,BRUNSWICK,NC,79548,70418,9130,66700,58900.0,7800.0
2018,15696,15697,4393.0,NC-00099,RIEGELWOOD,28456,COLUMBUS,NC,1189283,949843,239440,658800,517800.0,141000.0
2018,15696,15697,4393.0,NC-00099,ROCKINGHAM,28379,RICHMOND,NC,899022,780482,118540,500900,437900.0,63000.0
2018,15696,15697,4393.0,NC-00099,ROCKINGHAM,28380,RICHMOND,NC,54871,51791,3080,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,ROCKY POINT,28457,BLADEN,NC,179709,134509,45200,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,ROCKY POINT,28457,NEW HANOVER,NC,4000,0,4000,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,ROCKY POINT,28457,PENDER,NC,16865165,11911908,4953257,9754500,6967300.0,2787200.0
2018,15696,15697,4393.0,NC-00099,ROSE HILL,28458,DUPLIN,NC,713102,583432,129670,426500,325400.0,101100.0
2018,15696,15697,4393.0,NC-00099,ROSE HILL,28458,SAMPSON,NC,65058,44433,20625,31500,31000.0,500.0
2018,15696,15697,4393.0,NC-00099,ROSEBORO,28382,SAMPSON,NC,652528,593410,59118,444700,396300.0,48400.0
2018,15696,15697,4393.0,NC-00099,ROWLAND,28383,ROBESON,NC,1330863,1077398,253465,688800,578000.0,110800.0
2018,15696,15697,4393.0,NC-00099,SAINT PAULS,28384,BLADEN,NC,185456,141856,43600,5400,5400.0,0.0
2018,15696,15697,4393.0,NC-00099,SAINT PAULS,28384,ROBESON,NC,750116,649176,100940,469300,417600.0,51700.0
2018,15696,15697,4393.0,NC-00099,SALEMBURG,28385,SAMPSON,NC,223838,215013,8825,135100,131600.0,3500.0
2018,15696,15697,4393.0,NC-00099,SALTER PATH,28512,CARTERET,NC,99209,77909,21300,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,SALTER PATH,28575,CARTERET,NC,321722,224022,97700,157400,103200.0,54200.0
2018,15696,15697,4393.0,NC-00099,SANDYCREEK,28451,BRUNSWICK,NC,27810,27810,0,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,SANFORD,27330,CHATHAM,NC,129153,89053,40100,83600,50000.0,33600.0
2018,15696,15697,4393.0,NC-00099,SANFORD,27330,LEE,NC,271376,225451,45925,86100,65400.0,20700.0
2018,15696,15697,4393.0,NC-00099,SANFORD,27332,HARNETT,NC,264167,223942,40225,104700,91600.0,13100.0
2018,15696,15697,4393.0,NC-00099,SANFORD,27332,LEE,NC,301006,223231,77775,150200,101300.0,48900.0
2018,15696,15697,4393.0,NC-00099,SCRANTON,27875,HYDE,NC,162196,123106,39090,81000,64400.0,16600.0
2018,15696,15697,4393.0,NC-00099,SEA LEVEL,28577,CARTERET,NC,48392,43142,5250,48100,42800.0,5300.0
2018,15696,15697,4393.0,NC-00099,SEALEVEL,28577,CARTERET,NC,419287,324487,94800,283200,227800.0,55400.0
2018,15696,15697,4393.0,NC-00099,SEVEN SPRINGS,28578,DUPLIN,NC,76972,76472,500,71600,71100.0,500.0
2018,15696,15697,4393.0,NC-00099,SEVEN SPRINGS,28578,LENOIR,NC,47885,45160,2725,32900,32000.0,900.0
2018,15696,15697,4393.0,NC-00099,SEVEN SPRINGS,28578,WAYNE,NC,188549,143424,45125,49500,32100.0,17400.0
2018,15696,15697,4393.0,NC-00099,SHALLOTTE,28459,BRUNSWICK,NC,6770,6770,0,6700,6700.0,0.0
2018,15696,15697,4393.0,NC-00099,SHALLOTTE,28470,BRUNSWICK,NC,1267211,995976,271235,917900,741900.0,176000.0
2018,15696,15697,4393.0,NC-00099,SHANNON,28386,HOKE,NC,134077,131347,2730,111500,108700.0,2800.0
2018,15696,15697,4393.0,NC-00099,SHANNON,28386,ROBESON,NC,66234,50784,15450,32700,24600.0,8100.0
2018,15696,15697,4393.0,NC-00099,SILER CITY,27344,CHATHAM,NC,114418,76853,37565,72100,37800.0,34300.0
2018,15696,15697,4393.0,NC-00099,SMITHFIELD,27577,JOHNSTON,NC,218615,186390,32225,166000,133700.0,32300.0
2018,15696,15697,4393.0,NC-00099,SMYRNA,28579,CARTERET,NC,840212,674547,165665,535400,418400.0,117000.0
2018,15696,15697,4393.0,NC-00099,SNEADS FERRY,28460,ONSLOW,NC,4001008,3251425,749583,2392600,1916000.0,476600.0
2018,15696,15697,4393.0,NC-00099,SNOW HILL,28580,GREENE,NC,246469,231069,15400,128000,120800.0,7200.0
2018,15696,15697,4393.0,NC-00099,SOUTH BRUNSWICK,28470,BRUNSWICK,NC,24900,0,24900,24900,0.0,24900.0
2018,15696,15697,4393.0,NC-00099,SOUTHERN PINES,28387,MOORE,NC,264667,239742,24925,183600,167600.0,16000.0
2018,15696,15697,4393.0,NC-00099,SOUTHPORT,28461,BRUNSWICK,NC,6344318,5146583,1197735,3602800,2919400.0,683400.0
2018,15696,15697,4393.0,NC-00099,SPRING LAKE,28390,CRAVEN,NC,54046,34496,19550,39300,19800.0,19500.0
2018,15696,15697,4393.0,NC-00099,SPRING LAKE,28390,CUMBERLAND,NC,2611993,1609332,1002661,1375500,847000.0,528500.0
2018,15696,15697,4393.0,NC-00099,SPRING LAKE,28390,HARNETT,NC,521472,440577,80895,229500,188200.0,41300.0
2018,15696,15697,4393.0,NC-00099,STACY,28581,CARTERET,NC,677867,503532,174335,277100,242300.0,34800.0
2018,15696,15697,4393.0,NC-00099,STEDMAN,28391,CUMBERLAND,NC,185533,170943,14590,117800,110600.0,7200.0
2018,15696,15697,4393.0,NC-00099,STELLA,28582,CARTERET,NC,705099,557464,147635,388400,305100.0,83300.0
2018,15696,15697,4393.0,NC-00099,STELLA,28582,ONSLOW,NC,584818,523073,61745,402500,363400.0,39100.0
2018,15696,15697,4393.0,NC-00099,STOKES,27884,PITT,NC,128945,104145,24800,90800,76700.0,14100.0
2018,15696,15697,4393.0,NC-00099,STONEWALL,28583,PAMLICO,NC,148775,136650,12125,0,0.0,0.0
2018,15696,15697,4393.0,NC-00099,SUNSET BEACH,28468,BRUNSWICK,NC,64681,45581,19100,19400,18700.0,700.0
2018,15696,15697,4393.0,NC-00099,SUPPLY,28462,BRUNSWICK,NC,1922208,1568593,353615,921700,695200.0,226500.0
2018,15696,15697,4393.0,NC-00099,SUPPLY,28462,COLUMBUS,NC,38702,32902,5800,25000,22100.0,2900.0
2018,15696,15697,4393.0,NC-00099,SURF CITY,28445,ONSLOW,NC,636678,457890,178788,245000,143100.0,101900.0
2018,15696,15697,4393.0,NC-00099,SURF CITY,28445,PENDER,NC,1359399,1064534,294865,968800,760400.0,208400.0
2018,15696,15697,4393.0,NC-00099,SWAN QUARTER,27885,HYDE,NC,46164,38864,7300,46200,38900.0,7300.0
2018,15696,15697,4393.0,NC-00099,SWANQUARTER,27885,HYDE,NC,199229,172559,26670,46300,37800.0,8500.0
2018,15696,15697,4393.0,NC-00099,SWANSBORO,28584,CARTERET,NC,1786897,1410996,375901,1136600,900000.0,236600.0
2018,15696,15697,4393.0,NC-00099,SWANSBORO,28584,ONSLOW,NC,3952761,3191386,761375,2260500,1891800.0,368700.0
2018,15696,15697,4393.0,NC-00099,TABOR CITY,28463,COLUMBUS,NC,1508864,1167605,341259,421800,318800.0,103000.0
2018,15696,15697,4393.0,NC-00099,TAR HEEL,28392,BLADEN,NC,145929,119979,25950,28600,17000.0,11600.0
2018,15696,15697,4393.0,NC-00099,TARAWA TERRACE,28543,ONSLOW,NC,15300,0,15300,12000,0.0,12000.0
2018,15696,15697,4393.0,NC-00099,TEACHEY,28464,DUPLIN,NC,546783,467063,79720,183200,145000.0,38200.0
2018,15696,15697,4393.0,NC-00099,TOPSAIL BEACH,28445,PENDER,NC,782237,661387,120850,418200,342700.0,75500.0
2018,15696,15697,4393.0,NC-00099,TRENT WOODS,28562,CRAVEN,NC,4974994,4026543,948451,2638300,2187200.0,451100.0
2018,15696,15697,4393.0,NC-00099,TRENTON,28585,JONES,NC,13725301,9864796,3860505,7302800,5121000.0,2181800.0
2018,15696,15697,4393.0,NC-00099,TURKEY,28393,SAMPSON,NC,162214,156064,6150,19400,16800.0,2600.0
2018,15696,15697,4393.0,NC-00099,VANCEBORO,28586,CRAVEN,NC,954744,774776,179968,665400,533800.0,131600.0
2018,15696,15697,4393.0,NC-00099,VANDEMERE,28587,PAMLICO,NC,378074,317839,60235,140100,111600.0,28500.0
2018,15696,15697,4393.0,NC-00099,VASS,28394,MOORE,NC,873048,691860,181188,290100,247800.0,42300.0
2018,15696,15697,4393.0,NC-00099,WADE,28395,CUMBERLAND,NC,134794,116719,18075,89800,78300.0,11500.0
2018,15696,15697,4393.0,NC-00099,WADESBORO,28170,ANSON,NC,93273,85803,7470,58300,56300.0,2000.0
2018,15696,15697,4393.0,NC-00099,WAGRAM,28396,SCOTLAND,NC,321026,290329,30697,182200,154300.0,27900.0
